Mom,ID,f.ind,Mi,RGR23,RGR29,RGR11,RGR17,RGR35,expt
30Jul_10,1,30Jul_10_1,14.35,0.030441347,0.002337673,0.000987853,0.007090902,0.016205968,July 30 2023
30Jul_10,2,30Jul_10_2,18.37,0.020735865,0.012351545,0.008319383,0.009548184,0.007860029,July 30 2023
30Jul_10,3,30Jul_10_3,13.93,0.025029858,0.022133769,0.007344385,0.007914158,0.012723269,July 30 2023
30Jul_10,4,30Jul_10_4,17.07,0.028195468,0.033757694,0.000243038,0.00523647,0.021714166,July 30 2023
30Jul_10,5,30Jul_10_5,10.85,0.021795812,0.021376309,0.006169029,0.012188961,0.017571969,July 30 2023
30Jul_10,6,30Jul_10_6,9.61,0.02283668,0.01023957,0.004646983,0.013588554,0.004117507,July 30 2023
30Jul_10,7,30Jul_10_7,12.21,0.030372039,0.026139867,0.004296438,0.00774496,0.010944375,July 30 2023
30Jul_10,8,30Jul_10_8,18.4,0.026452292,0.033016164,0.002623263,0.010598872,0.014496519,July 30 2023
30Jul_10,9,30Jul_10_9,13.23,0.02183079,0.028259415,0.002125144,0.015260035,0.022498181,July 30 2023
30Jul_10,10,30Jul_10_10,16.32,0.026848513,0.019339299,0.008824178,0.010374799,0.007830848,July 30 2023
30Jul_10,11,30Jul_10_11,15.93,0.022857092,0.011587369,0.009236414,0.005732975,0.005528775,July 30 2023
30Jul_12,1,30Jul_12_1,11.55,0.03704703,0.017100264,0.007276402,0.010223806,0.008160962,July 30 2023
30Jul_12,2,30Jul_12_2,18.88,0.029315017,0.02162907,0.002926067,0.008464959,0.020708019,July 30 2023
30Jul_12,3,30Jul_12_3,17.4,0.026097381,0.001430751,0.004100409,0.00968415,0.003320826,July 30 2023
30Jul_12,4,30Jul_12_4,18.07,0.038169165,0.02228343,0.002480593,0.008131778,-0.005522418,July 30 2023
30Jul_12,5,30Jul_12_5,15.09,0.042904634,0.007050811,0.008230342,0.006916827,0.01464718,July 30 2023
30Jul_12,6,30Jul_12_6,13.5,0.036950996,0.011211783,0.006062493,0.004919986,0.002356155,July 30 2023
30Jul_12,7,30Jul_12_7,18.46,NA,0.006734483,0.006696247,0.011469638,0.007242663,July 30 2023
30Jul_14,1,30Jul_14_1,14.31,NA,0.034316665,-0.003382541,0.001812235,0.017168952,July 30 2023
30Jul_14,2,30Jul_14_2,10.76,NA,0.010633733,0.003634946,0.016464232,0.012061695,July 30 2023
30Jul_14,3,30Jul_14_3,13.01,NA,0.021954038,0.003931556,0.005938775,0.012845255,July 30 2023
30Jul_14,4,30Jul_14_4,14.15,NA,0.015990782,0.00197695,0.017878385,0.010243636,July 30 2023
30Jul_14,5,30Jul_14_5,17.97,NA,0.007603481,-0.000205161,0.006081086,-0.005524859,July 30 2023
30Jul_14,6,30Jul_14_6,9.03,NA,0.024640025,0.000792061,0.013956752,0.019665781,July 30 2023
30Jul_14,7,30Jul_14_7,14.27,NA,0.020389619,0.003280173,0.00217127,0.023300433,July 30 2023
30Jul_14,8,30Jul_14_8,13.75,NA,0.017026913,0.004402672,0.006681531,0.020800057,July 30 2023
30Jul_14,9,30Jul_14_9,14.14,NA,0.022274746,-0.002222302,0.004260493,0.020453688,July 30 2023
30Jul_14,10,30Jul_14_10,10.3,NA,0.011907023,0.001720807,0.011282528,0.022065942,July 30 2023
30Jul_14,11,30Jul_14_11,9.11,NA,0.034586442,-0.000894853,0.013768457,0.015038356,July 30 2023
30Jul_17,1,30Jul_17_1,14.2,0.015771934,0.014083789,0.009828122,0.006760781,0.003446838,July 30 2023
30Jul_17,2,30Jul_17_2,8.34,0.034313397,0.020780925,0.002386064,0.014498825,0.023686036,July 30 2023
30Jul_17,3,30Jul_17_3,8.45,0.036955798,0.024055161,0.007178543,0.015069689,0.010347476,July 30 2023
30Jul_17,4,30Jul_17_4,10.4,0.031775967,0.013808316,0.005072351,0.015550255,0.016211369,July 30 2023
30Jul_17,5,30Jul_17_5,8.2,0.021583604,0.016984582,0.007824842,0.008453532,0.018895495,July 30 2023
30Jul_17,6,30Jul_17_6,13.23,0.034696098,0.016489119,0.008431665,0.009425367,0.00554288,July 30 2023
30Jul_17,7,30Jul_17_7,10.44,0.038446692,0.006301217,0.005977374,0.011690996,0.010840603,July 30 2023
30Jul_17,8,30Jul_17_8,8.4,0.038674299,0.012070378,0.00671933,0.003715572,0.017856325,July 30 2023
30Jul_17,9,30Jul_17_9,6.08,0.041632923,0.018172599,0.01046194,0.003853466,0.00730662,July 30 2023
30Jul_17,10,30Jul_17_10,12.1,0.030620002,0.021271619,0.00139118,0.01898909,0.016279404,July 30 2023
30Jul_17,11,30Jul_17_11,17.63,0.020463195,0.021304342,0.003549709,0.017244689,0.012163337,July 30 2023
30Jul_18,1,30Jul_18_1,14.91,0.011755687,0.015512675,0.0040826,0.008542744,0.016576547,July 30 2023
30Jul_18,2,30Jul_18_2,16:15,NA,0.013212848,0.002832374,0.01365211,0.01301401,July 30 2023
30Jul_18,3,30Jul_18_3,10.22,NA,0.022318242,0.000751803,0.012457236,0.013436653,July 30 2023
30Jul_18,4,30Jul_18_4,6.29,NA,0.010390556,0.004580702,0.007400922,0.028412843,July 30 2023
30Jul_18,5,30Jul_18_5,15.41,NA,0.021678762,0.005379495,0.005998455,0.007692695,July 30 2023
30Jul_18,6,30Jul_18_6,9.21,NA,0.008869552,0.007430222,0.003495633,0.001759789,July 30 2023
30Jul_18,7,30Jul_18_7,13.99,NA,0.010596542,0.005263633,0.002589949,0.006074573,July 30 2023
30Jul_18,8,30Jul_18_8,15.73,NA,0.021777058,0.002155482,0.008033357,0.008247346,July 30 2023
30Jul_18,9,30Jul_18_9,9.79,NA,0.011713281,0.005553608,0.008295716,0.00162147,July 30 2023
30Jul_18,10,30Jul_18_10,16.82,NA,-0.004307022,0.003364243,0.008608505,0.005919978,July 30 2023
30Jul_18,11,30Jul_18_11,17.8,NA,0.004568443,0.001000496,0.012771506,0.009153639,July 30 2023
30Jul_19,1,30Jul_19_1,11.45,NA,0.022393733,0.006363171,0.00997746,0.023530298,July 30 2023
30Jul_19,2,30Jul_19_2,16.46,NA,0.001479419,-0.002094052,0.009020725,0.025495984,July 30 2023
30Jul_19,3,30Jul_19_3,18.7,0.025661963,0.007560926,0.007228452,0.00504371,0.00868265,July 30 2023
30Jul_19,4,30Jul_19_4,15.67,0.029572818,-0.001426969,0.007488534,0.011878188,0.012159488,July 30 2023
30Jul_19,5,30Jul_19_5,19.55,0.027439091,0.018742218,0.005295832,0.014480094,0.001385276,July 30 2023
30Jul_19,6,30Jul_19_6,17.47,0.016308224,0.008489366,0.005818669,0.007102823,0.018489755,July 30 2023
30Jul_19,7,30Jul_19_7,10.74,0.019444814,0.011229396,0.008168296,0.011713909,-0.002316324,July 30 2023
30Jul_19,8,30Jul_19_8,12.19,0.03194258,0.003618206,0.007108808,0.00949112,0.014932671,July 30 2023
30Jul_19,9,30Jul_19_9,12.31,0.026098294,0.018524418,0.006967581,-0.006777678,0.02648916,July 30 2023
30Jul_19,10,30Jul_19_10,10.74,0.035938938,0.01853318,0.001139272,0.015676906,-7.02E-05,July 30 2023
30Jul_20,1,30Jul_20_1,17.62,0.017222725,0.013386917,0.003817928,0.011772178,0.016424476,July 30 2023
30Jul_20,2,30Jul_20_2,11.08,0.009891106,0.033874038,-0.00416407,-0.004133514,-0.011641426,July 30 2023
30Jul_20,3,30Jul_20_3,10.68,0.022596187,0.026744336,0.004418665,0.005473851,0.019418539,July 30 2023
30Jul_20,4,30Jul_20_4,12.2,0.023356061,0.024176142,0.007554202,0.00857254,0.021552655,July 30 2023
30Jul_20,5,30Jul_20_5,9.54,0.04542342,0.020621913,-0.005294119,0.000165912,0.028634443,July 30 2023
30Jul_20,6,30Jul_20_6,8.82,0.027081652,0.023668378,0.004586984,0.011867661,0.039739303,July 30 2023
30Jul_20,7,30Jul_20_7,10.69,0.033265181,0.013587645,0.00468163,0.008529002,0.030031403,July 30 2023
30Jul_20,8,30Jul_20_8,9.29,0.021127812,0.034146196,0.005580969,0.005154186,0.022612164,July 30 2023
30Jul_20,9,30Jul_20_9,14.81,0.036859148,0.024275201,0.004731375,0.012495271,0.021230504,July 30 2023
30Jul_20,10,30Jul_20_10,13.8,0.048387777,0.005977379,0.006847863,0.009040342,0.037441963,July 30 2023
30Jul_20,11,30Jul_20_11,9.23,0.031929281,0.029188973,0.010441104,0.004928347,0.019132646,July 30 2023
30Jul_21,1,30Jul_21_1,14.51,0.025063477,0.014021673,0.004179545,0.00312266,0.032555353,July 30 2023
30Jul_21,2,30Jul_21_2,10.58,0.031215918,0.017027893,-0.000778339,0.003915284,0.027196123,July 30 2023
30Jul_21,3,30Jul_21_3,9.98,0.015236156,0.026393749,-0.005198838,0.015663141,0.018495241,July 30 2023
30Jul_21,4,30Jul_21_4,12.3,0.02670874,0.022011344,-0.003272269,0.014864718,0.022893391,July 30 2023
30Jul_21,5,30Jul_21_5,11.22,0.026663264,0.023800673,0.003204244,0.01573718,0.005713841,July 30 2023
30Jul_21,6,30Jul_21_6,10.38,0.033777619,0.032708579,-0.001236538,0.006072118,0.029160611,July 30 2023
30Jul_21,7,30Jul_21_7,11.41,0.021349708,0.024810785,0.003262194,0.006182848,0.025433721,July 30 2023
30Jul_21,8,30Jul_21_8,9.7,0.037134324,0.010147759,0.00475062,0.0116338,0.003685362,July 30 2023
30Jul_21,9,30Jul_21_9,10.42,0.023181195,0.009864218,0.00055317,0.01157545,0.025556364,July 30 2023
30Jul_21,10,30Jul_21_10,11.81,0.01692794,0.016065077,0.005038785,0.008887413,0.031092021,July 30 2023
30Jul_21,11,30Jul_21_11,9.16,0.026217962,0.022854664,0.002859297,0.016795244,0.009457894,July 30 2023
30Jul_19,11,30Jul_19_11,8.13,0.024817724,0.016851886,0.005305363,0.003281058,0.027043484,July 30 2023
